PassengerId,Survived_pred,Probability_sur
1051,1,0.7178420381074122
1052,1,0.9136161497927322
1053,1,0.9856516483047313
1054,1,0.739108060802021
1055,0,0.026578554815996042
1056,0,0.19762864240940367
1057,0,0.48903837645138093
1058,1,0.8397956721972293
1059,0,0.018336282123884343
1060,1,0.9405486230979596
1061,0,0.1471033952271942
1062,0,0.0370234935243916
1063,0,0.48832358071779824
1064,0,0.02099992901286224
1065,0,0.12059805078523646
1066,0,0.04625734261171429
1067,1,0.9436390916350996
1068,1,0.9638612123073337
1069,0,0.42334858457649577
1070,1,0.9463566613390996
1071,1,0.9765128516361042
1072,0,0.16851016790358897
1073,0,0.2747147396884282
1074,1,0.9589165866586624
1075,0,0.04126648657893548
1076,1,0.9680665567306939
1077,0,0.08470126937934863
1078,1,0.7128684613858828
1079,0,0.1393000062435161
1080,0,0.06984752263810862
1081,0,0.19762864240940367
1082,0,0.09678989273812237
1083,0,0.06781373147783715
1084,1,0.5376065722972043
1085,0,0.05837896713783439
1086,1,0.7974326333006706
1087,0,0.07107285055205555
1088,1,0.7235354637989068
1089,0,0.3571975123996466
1090,0,0.050981128991766544
1091,0,0.10105521579195081
1092,1,0.9462222732161726
1093,1,0.9781841135451702
1094,0,0.21638904531084024
1095,1,0.9585306200609894
1096,0,0.058865407710681585
1097,0,0.2809503232294801
1098,1,0.7125582785876675
1099,0,0.050981128991766544
1100,1,0.9450474997938441
1101,0,0.04385971434147247
1102,0,0.2819388740402598
1103,0,0.026578554815996042
1104,0,0.2854268123126958
1105,1,0.9031434362875895
1106,0,0.012655117463589619
1107,0,0.125998043970642
1108,1,0.8442316801343651
1109,0,0.05045133952078897
1110,1,0.9775468736552234
1111,0,0.051533447826712035
1112,1,0.88647444555694
1113,0,0.03184723410690737
1114,1,0.8765918894744366
1115,0,0.1517100293781489
1116,1,0.7682936764779218
1117,0,0.22742952034773614
1118,0,0.11433518648209448
1119,1,0.8336193729140027
1120,0,0.02567874924575865
1121,0,0.14564496514856523
1122,0,0.42802749070491247
1123,1,0.9677717705593122
1124,0,0.10467732952094227
1125,0,0.04334800747647621
1126,0,0.36124179444916354
1127,0,0.08361935633732559
1128,0,0.12688052458377255
1129,1,0.8172970020762632
1130,1,0.9084991834944288
1131,1,0.9898147693071394
1132,1,0.792648104373345
1133,1,0.9087773177509724
1134,1,0.573198275710082
1135,0,0.03908250075412442
1136,0,0.02721365127435531
1137,0,0.125998043970642
1138,1,0.7128684613858828
1139,0,0.13327004710496998
1140,1,0.9504604979217464
1141,0,0.10790442648028839
1142,1,0.8742382629185724
1143,0,0.21118277507936703
1144,0,0.48300344566592346
1145,0,0.027623767585989084
1146,0,0.1500821771882896
1147,0,0.0370234935243916
1148,0,0.04126648657893548
1149,0,0.051533447826712035
1150,1,0.8856945515385056
1151,0,0.1517100293781489
1152,0,0.03877178564267328
1153,0,0.05866039635142826
1154,1,0.9370174415753306
1155,1,0.8812277135396325
1156,0,0.14969721465155805
1157,0,0.03908250075412442
1158,0,0.02475122778020409
1159,0,0.0370234935243916
1160,0,0.1560213318878444
1161,0,0.07436768980006882
1162,0,0.457894989948778
1163,0,0.04126648657893548
1164,1,0.9673020637383402
1165,1,0.9531891699835405
1166,0,0.036390016777489556
1167,1,0.9085217365651997
1168,0,0.1284811814264514
1169,0,0.07866131427051569
1170,0,0.05260967240714984
1171,0,0.057048348104247186
1172,0,0.07793651722640112
1173,1,0.9830694076411226
1174,1,0.8336193729140027
1175,0,0.366827548781916
1176,1,0.69920595840891
1177,0,0.0152936369979639
1178,0,0.0370234935243916
1179,0,0.06409756140648257
1180,0,0.12059805078523646
1181,0,0.051533447826712035
1182,0,0.08081909509821757
1183,0,0.02500856542510119
1184,0,0.12059805078523646
1185,0,0.09513364636053256
1186,0,0.09629396402365284
1187,0,0.051210979431335
1188,1,0.9452022842635766
1189,0,0.09375000445182291
1190,0,0.10952207735094727
1191,0,0.1457980071086346
1192,0,0.16070228755421176
1193,0,0.0504028487115061
1194,0,0.045142687479200624
1195,0,0.027529688244237502
1196,1,0.8336193729140027
1197,1,0.967259815949456
1198,0,0.06030809301238153
1199,1,0.9644270399169265
1200,0,0.05565797462253815
1201,0,0.03265406979159475
1202,0,0.07436768980006882
1203,1,0.6482814883118435
1204,0,0.0370234935243916
1205,0,0.03534904261667282
1206,1,0.9926365855510324
1207,1,0.8959615613600228
1208,1,0.5293383200856824
1209,0,0.12202117269001189
1210,0,0.3067886888551409
1211,0,0.06606439663245367
1212,0,0.1502824218220321
1213,0,0.14244299230809487
1214,0,0.0518011306453742
1215,1,0.7442325654794368
1216,1,0.9800765819608894
1217,0,0.06077019601434367
1218,1,0.9881904253349382
1219,0,0.17728668327113933
1220,0,0.0650178279483214
1221,0,0.042979089536373416
1222,1,0.9020020465561205
1223,0,0.2465777741606311
1224,0,0.036390016777489556
1225,1,0.9264849066173325
1226,0,0.21862700303872826
1227,0,0.09236196310460154
1228,0,0.40619549305997255
1229,0,0.02099416933941117
1230,0,0.1144811922337262
1231,0,0.12059805078523646
1232,0,0.12202117269001189
1233,0,0.05806410473665931
1234,0,0.034359757999691286
1235,1,0.991198448736508
1236,0,0.02664759229489217
1237,1,0.8400798487763841
1238,0,0.0518011306453742
1239,0,0.031157869394052087
1240,0,0.028509915200117898
1241,1,0.9310451762251104
1242,1,0.9861129791114265
1243,0,0.058865407710681585
1244,0,0.2854268123126958
1245,0,0.04477127056434147
1246,1,0.8460059705792878
1247,0,0.05566477454837533
1248,1,0.9863925605263762
1249,0,0.0703193596180012
1250,0,0.04126648657893548
1251,1,0.8583794529535748
1252,0,0.04768831428549819
1253,1,0.9787812389931874
1254,1,0.9310451762251104
1255,1,0.5176340582138966
1256,1,0.9793964128833765
1257,0,0.13901179492471075
1258,0,0.05249410772258253
1259,1,0.58663252448248
1260,1,0.9861129791114265
1261,0,0.12990817013109143
1262,0,0.05065895640049575
1263,1,0.9907710151987337
1264,0,0.021021899219396283
1265,0,0.2289034910082491
1266,1,0.9663633243478295
1267,1,0.9836383341756488
1268,0,0.0637141722021617
1269,0,0.04452979358157415
1270,0,0.27316936167558714
1271,0,0.4772425114985312
1272,0,0.04126648657893548
1273,0,0.04386118909960146
1274,0,0.07025513282664428
1275,1,0.8102377226184969
1276,0,0.13247229761964918
1277,1,0.9571279939467947
1278,0,0.11433518648209448
1279,0,0.04754729892184828
1280,0,0.03603405782987882
1281,0,0.03825016402484194
1282,0,0.05508881858163676
1283,1,0.9862769238478316
1284,0,0.10336486755235812
1285,0,0.10318208614129995
1286,0,0.026484452387210054
1287,1,0.9775955330620122
1288,0,0.03629898893310592
1289,1,0.9898147693071394
1290,0,0.11433518648209448
1291,0,0.05798849145265542
1292,1,0.9793376737180246
1293,0,0.038279159482417495
1294,1,0.9951867541799643
1295,0,0.11866726777555134
1296,0,0.15456289291994052
1297,0,0.29036322067815856
1298,0,0.05794441440727895
1299,0,0.13832012863640852
1300,1,0.7673006461254988
1301,1,0.8072616559265344
1302,1,0.8336193729140027
1303,1,0.9798085622463474
1304,0,0.42787888972601823
1305,0,0.051533447826712035
1306,1,0.982406624018883
1307,0,0.00637399025482281
1308,0,0.051533447826712035
1309,0,0.19623582654770605
